QR	course/boya-quasi-intermediate/qr-captures/lesson-01-pdf-page-014.png	http://qr31.cn/I3ilDX	0.8055264366822249	0.8617167692702598	0.09703680755779376	0.07049299735854897
QR	course/boya-quasi-intermediate/qr-captures/lesson-02-pdf-page-025.png	http://qr31.cn/H1krER	0.8309985068383647	0.8605425284210986	0.09731638480931548	0.06987242683246886
QR	course/boya-quasi-intermediate/qr-captures/lesson-03-pdf-page-035.png	http://qr31.cn/IeruLV	0.8339122770634592	0.8595583551742402	0.09853732323854203	0.06949197221819525
QR	course/boya-quasi-intermediate/qr-captures/lesson-04-pdf-page-045.png	http://qr31.cn/I9bLMV	0.8306491039461394	0.8588028674705532	0.09846670769121013	0.070500392981375
QR	course/boya-quasi-intermediate/qr-captures/lesson-05-pdf-page-055.png	http://qr31.cn/I69bRX	0.8336014858511991	0.8560041286077601	0.0984915292936307	0.06989081195161817
QR	course/boya-quasi-intermediate/qr-captures/lesson-06-pdf-page-064.png	http://qr31.cn/I4detK	0.8007115679853033	0.8637345626285937	0.09641931816706484	0.07037195836966248
QR	course/boya-quasi-intermediate/qr-captures/lesson-07-pdf-page-072.png	http://qr31.cn/I7dyDT	0.8022569004734258	0.8617371988142193	0.09751322580592792	0.07099519501226226
QR	course/boya-quasi-intermediate/qr-captures/lesson-08-pdf-page-081.png	http://qr31.cn/JjDVWY	0.8305647793237193	0.8618266979969739	0.09634555751509788	0.06791568982995855
QR	course/boya-quasi-intermediate/qr-captures/lesson-09-pdf-page-090.png	http://qr31.cn/IloNOS	0.8018643382783239	0.8629261330891302	0.09787880099419999	0.07072791816844248
QR	course/boya-quasi-intermediate/qr-captures/lesson-10-pdf-page-100.png	http://qr31.cn/HdituA	0.8018687023509055	0.8604469477990752	0.09780220584408827	0.06962697120684369
QR	course/boya-quasi-intermediate/qr-captures/lesson-11-pdf-page-109.png	http://qr31.cn/H7bvDX	0.8416017351452008	0.8627652803225352	0.09876275340253216	0.06893895622326596
QR	course/boya-quasi-intermediate/qr-captures/lesson-12-pdf-page-118.png	http://qr31.cn/IhjvBZ	0.802278669698497	0.8539308107902283	0.09716444011507652	0.07152071337446864
