lesson_id,lesson_title,record_id,record_type,section,source_pdf,source_page,source_page_range,source_pdf_page,source_pdf_page_range,teaching_order,chinese_simplified,pinyin,vietnamese,english,word_type_vi,word_type_abbr,han_viet,sample_sentence_pinyin,sample_sentence_zh,sample_sentence_vi,raw_source_text,classroom_visibility,teacher_review_status,approved,notes_for_review,generated_at
lesson-09,第九课 · 我换人民币 · Bài 9 · Tôi đổi nhân dân tệ,V001,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,71,71,89,89,1,下午,xiàwǔ,buổi chiều,afternoon,danh từ,名,hạ ngọ,xiàwǔ wǒ qù túshūguǎn.,下午我去图书馆。,Chiều tôi đi thư viện.,下午 (名) xiàwǔ (hạ ngọ) afternoon buổi chiều,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-09,第九课 · 我换人民币 · Bài 9 · Tôi đổi nhân dân tệ,V002,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,71,71,89,89,2,图书馆,túshūguǎn,thư viện,library,danh từ,名,đồ thư quán,wǒ qù túshūguǎn.,我去图书馆。,Tôi đi thư viện.,图书馆 (名) túshūguǎn (đồ thư quán) library thư viện,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-09,第九课 · 我换人民币 · Bài 9 · Tôi đổi nhân dân tệ,V003,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,71,71,89,89,3,换,huàn,"đổi, thay",to exchange,động từ,动,hoán,wǒ huàn rénmínbì.,我换人民币。,Tôi đổi nhân dân tệ.,换 (动) huàn (hoán) to exchange đổi,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-09,第九课 · 我换人民币 · Bài 9 · Tôi đổi nhân dân tệ,V004,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,71,71,89,89,4,小姐,xiǎojiě,cô (xưng hô nữ giới),miss,danh từ,名,tiểu thư,"xiǎojiě, wǒ huàn qián.",小姐，我换钱。,"Cô ơi, tôi đổi tiền.",小姐 (名) xiǎojiě (tiểu thư) miss cô gái,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-09,第九课 · 我换人民币 · Bài 9 · Tôi đổi nhân dân tệ,V005,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,71,71,89,89,5,人民币,rénmínbì,nhân dân tệ (tiền TQ),RMB,danh từ,名,nhân dân tệ,wǒ huàn rénmínbì.,我换人民币。,Tôi đổi nhân dân tệ.,人民币 (名) rénmínbì (nhân dân tệ) RMB đồng nhân dân tệ,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-09,第九课 · 我换人民币 · Bài 9 · Tôi đổi nhân dân tệ,V006,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,71,71,89,89,6,百,bǎi,trăm,hundred,số từ,数,bách,èr bǎi měiyuán.,二百美元。,Hai trăm đô la Mỹ.,百 (数) bǎi (bách) hundred trăm,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-09,第九课 · 我换人民币 · Bài 9 · Tôi đổi nhân dân tệ,V007,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,72,72,90,90,7,美元,měiyuán,đô la Mỹ,US dollar,danh từ,名,mỹ nguyên,wǒ huàn èr bǎi měiyuán.,我换二百美元。,Tôi đổi hai trăm đô la Mỹ.,美元 (名) měiyuán (mỹ nguyên) US dollar đô la Mỹ,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-09,第九课 · 我换人民币 · Bài 9 · Tôi đổi nhân dân tệ,V008,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,72,72,90,90,8,等,děng,"đợi, chờ",to wait,động từ,动,đẳng,qǐng děng yíhuìr.,请等一会儿。,Xin chờ một lát.,"等 (动) děng (đẳng) to wait đợi, chờ",student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-09,第九课 · 我换人民币 · Bài 9 · Tôi đổi nhân dân tệ,V009,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,72,72,90,90,9,一会儿,yíhuìr,"một lát, một lúc",a moment,danh từ,名,nhất hội nhi,qǐng děng yíhuìr.,请等一会儿。,Xin chờ một lát.,一会儿 (名) yíhuìr (nhất hội nhi) a moment một lát,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-09,第九课 · 我换人民币 · Bài 9 · Tôi đổi nhân dân tệ,V010,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,72,72,90,90,10,先生,xiānsheng,"ông, ngài",Mr.; sir,danh từ,名,tiên sinh,"xiānsheng, gěi nín qián.",先生，给您钱。,"Thưa ông, đưa ông tiền.","先生 (名) xiānsheng (tiên sinh) Mr.; sir ông, ngài",student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-09,第九课 · 我换人民币 · Bài 9 · Tôi đổi nhân dân tệ,V011,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,72,72,90,90,11,数,shǔ,đếm,to count,động từ,动,sổ,qǐng shǔshu.,请数数。,Mời đếm đi ạ.,数 (动) shǔ (sổ) to count đếm,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-09,第九课 · 我换人民币 · Bài 9 · Tôi đổi nhân dân tệ,V012,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,71,71,89,89,12,上午,shàngwǔ,buổi sáng,morning,danh từ,名,thượng ngọ,shàngwǔ wǒ qù xuéxiào.,上午我去学校。,Buổi sáng tôi đi trường.,上午 (名) shàngwǔ (thượng ngọ) morning buổi sáng,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-09,第九课 · 我换人民币 · Bài 9 · Tôi đổi nhân dân tệ,V013,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,71,71,89,89,13,零,líng,không (số 0),zero,số từ,数,linh,yì bǎi líng wǔ.,一百零五。,Một trăm lẻ năm.,零 (数) líng (linh) zero không (số 0),student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-09,第九课 · 我换人民币 · Bài 9 · Tôi đổi nhân dân tệ,V014,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,71,71,89,89,14,十,shí,mười,ten,số từ,数,thập,shí kuài qián.,十块钱。,Mười đồng.,十 (数) shí (thập) ten mười,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-09,第九课 · 我换人民币 · Bài 9 · Tôi đổi nhân dân tệ,T001,text,Bài đọc,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,70,70-71,88,88-89,15,下午我去图书馆，你去不去？我不去。我要去银行换钱...,"xiàwǔ wǒ qù túshūguǎn, nǐ qù bu qù?...","Chiều tôi đi thư viện, bạn đi không? Tôi không đi...",,,,,,,,课文 我换人民币 full dialogue,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-09,第九课 · 我换人民币 · Bài 9 · Tôi đổi nhân dân tệ,G001,grammar,Ngữ pháp,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,72,72,90,90,15,连动句：我去银行换钱。我去食堂吃饭。,liándòng jù: wǒ qù yínháng huàn qián.,Câu liên động: chủ ngữ + V1 + nơi chốn + V2 + tân ngữ,,,,,,,,注释: 连动句 — 我去银行换钱。,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-09,第九课 · 我换人民币 · Bài 9 · Tôi đổi nhân dân tệ,G002,grammar,Ngữ pháp,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,72,72,90,90,16,数字100以上：一百、二百、一千、一万。一百零五。,shùzì yì bǎi yǐshàng,"Số 100+: 百(trăm), 千(nghìn), 万(vạn). Có 0 giữa → đọc 零.",,,,,,,,注释: 数字100以上 — 一百、二百、一千。一百零五。,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
