lesson_id,lesson_title,record_id,record_type,section,source_pdf,source_page,source_page_range,source_pdf_page,source_pdf_page_range,teaching_order,chinese_simplified,pinyin,vietnamese,english,word_type_vi,word_type_abbr,han_viet,sample_sentence_pinyin,sample_sentence_zh,sample_sentence_vi,raw_source_text,classroom_visibility,teacher_review_status,approved,notes_for_review,generated_at
lesson-03,第三课 · 明天见 · Bài 3 · Ngày mai gặp lại,V001,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,20,20-21,38,38-39,1,学,xué,học,to learn; to study,động từ,动,học,xué Hànyǔ,学汉语,học tiếng Hán,学 (动) xué (học) to learn; to study học,student_visible,pending,FALSE,,2026-06-03T14:00:00+00:00
lesson-03,第三课 · 明天见 · Bài 3 · Ngày mai gặp lại,V002,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,20,20-21,38,38-39,2,英语,Yīngyǔ,tiếng Anh,English (language),danh từ,名,Anh ngữ,xué Yīngyǔ,学英语,học tiếng Anh,英语 (名) Yīngyǔ (Anh ngữ) English (language) tiếng Anh,student_visible,pending,FALSE,,2026-06-03T14:00:00+00:00
lesson-03,第三课 · 明天见 · Bài 3 · Ngày mai gặp lại,V003,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,20,20-21,38,38-39,3,对,duì,"đúng, được, đúng rồi",correct; right; OK,tính từ,形,đối,"duì, qù Běijīng.",对，去北京。,"Đúng, đi Bắc Kinh.","对 (形) duì (đối) right; OK; correct đúng, được, chắc rồi",student_visible,pending,FALSE,,2026-06-03T14:00:00+00:00
lesson-03,第三课 · 明天见 · Bài 3 · Ngày mai gặp lại,V004,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,20,20-21,38,38-39,4,明天,míngtiān,ngày mai,tomorrow,danh từ,名,minh thiên,míngtiān jiàn!,明天见！,Ngày mai gặp!,明天 (名) míngtiān (minh thiên) tomorrow ngày mai,student_visible,pending,FALSE,,2026-06-03T14:00:00+00:00
lesson-03,第三课 · 明天见 · Bài 3 · Ngày mai gặp lại,V005,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,20,20-21,38,38-39,5,见,jiàn,"gặp, thấy",to see; to meet,động từ,动,kiến,míngtiān jiàn!,明天见！,Ngày mai gặp!,"见 (动) jiàn (kiến) to see gặp, thấy",student_visible,pending,FALSE,,2026-06-03T14:00:00+00:00
lesson-03,第三课 · 明天见 · Bài 3 · Ngày mai gặp lại,V006,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,20,20-21,38,38-39,6,去,qù,"đi, đến",to go,động từ,动,khứ,qù yóujú,去邮局,đi bưu điện,"去 (动) qù (khứ) to go đi, đến",student_visible,pending,FALSE,,2026-06-03T14:00:00+00:00
lesson-03,第三课 · 明天见 · Bài 3 · Ngày mai gặp lại,V007,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,20,20-21,38,38-39,7,邮局,yóujú,bưu điện,post office,danh từ,名,bưu cục,qù yóujú jì xìn,去邮局寄信,đi bưu điện gửi thư,邮局 (名) yóujú (bưu cục) post office bưu điện,student_visible,pending,FALSE,,2026-06-03T14:00:00+00:00
lesson-03,第三课 · 明天见 · Bài 3 · Ngày mai gặp lại,V008,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,20,20-21,38,38-39,8,寄,jì,gửi,to mail; to post; to send by mail,động từ,动,ký,jì xìn,寄信,gửi thư,寄 (动) jì (ký) to post; to mail; to send by mail gửi,student_visible,pending,FALSE,,2026-06-03T14:00:00+00:00
lesson-03,第三课 · 明天见 · Bài 3 · Ngày mai gặp lại,V009,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,20,20-21,38,38-39,9,信,xìn,thư,letter; mail,danh từ,名,tín,jì xìn,寄信,gửi thư,信 (名) xìn (tín) letter; mail thư,student_visible,pending,FALSE,,2026-06-03T14:00:00+00:00
lesson-03,第三课 · 明天见 · Bài 3 · Ngày mai gặp lại,V010,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,20,20-21,38,38-39,10,银行,yínháng,ngân hàng,bank,danh từ,名,ngân hàng,qù yínháng qǔ qián,去银行取钱,đi ngân hàng rút tiền,银行 (名) yínháng (ngân hàng) bank ngân hàng,student_visible,pending,FALSE,,2026-06-03T14:00:00+00:00
